topic,FREX,DS_RESUMO,document
20,"inseguranca_alimentar, familias, pbf, capita, domicilios, escala_brasileira_inseguranca_alimentar, programa_bolsa_familia, situacao, seguranca_alimentar, domicilio",presente estudo propos identificar fatores contribuem situacao inseguranca_alimentar trata estudo_coorte prospectivo base_populacional entrevistadas familias residentes municipios jose ramos nova floresta paraiba participaram estudo 2005 questionario utilizado continha mesmos modulos pesquisa realizada anteriormente descricao caracteristicas socio demograficas familias ebia variaveis estudadas tipo moradia numero comodos domicilio numero comodos dormir tipo abastecimento agua esgotamento sanitario destino lixo total moradores quantidade criancas renda_familiar per capita participacao programa_bolsa_familia relacao dependencia caracteristicas chefe familia cor_pele escolaridade atividade ocupacao diagnostico seguranca_alimentar_nutricional realizou categorizacao destas variaveis analise comparativa dois momentos atraves teste_qui_quadrado mcnemar considerando nivel significancia 5 populacao geral cada grupo mudanca situacao san periodo manteve san manteve ia melhorou situacao piorou criadas variaveis mudanca criacao quatro situacoes cada variavel consolidando informacoes cada variavel dois periodos procedimento possibilitou analise retrospectiva variacoes sa ia necessario agrupar variavel dependente passou ter duas categorias saber manteve san dois periodos melhorou situacao san 2011 manteve ia dois periodos piorou situacao san 2011 realizada regressao_logistica binaria analise efeito variaveis sobre mudancas perfil sa familias cada municipio modelo final estima razoes chances nivel significancia 5 respectivos intervalos 95 confianca ic95 haver transcorrido longo periodo tempo duas visitas estudo apresentou perda seguimento 208 familias 33 8 prevalencia ia encontrada 62 2 observou 80 5 familias melhoraram situacao san periodo apresentou participacao pbf menos dois periodos analisados apenas variavel participacao pbf apresentou significancia atraves modelo regressao utilizado grupo piorou situacao san manteve ia grave quase duas vezes chances melhorar situacao san auxilio pbf or=1 98 entretanto incluido grupo ia moderada grupo ia grave observou renda principal variavel responsavel melhoria situacao san or=2 14 resultados deste estudo indicam participacao pbf apresentou efeito positivo levando melhora situacao san periodo estudado especialmente familias niveis graves inseguranca_alimentar incremento renda_familiar favorece consumo_alimentar adequado reduzindo chances familias apresentarem agravamento situacao san,684
20,"inseguranca_alimentar, familias, pbf, capita, domicilios, escala_brasileira_inseguranca_alimentar, programa_bolsa_familia, situacao, seguranca_alimentar, domicilio",apesar esforcos longo anos combate inseguranca_alimentar ia ainda problema frequente especial trata populacoes vulneraveis caso indigenas brasil estudo objetivou conhecer prevalencia fatores_associados inseguranca_alimentar familias indigenas estado alagoas trata estudo_transversal base_populacional buscou avaliar 11 etnias indigenas estado planejamento amostral utilizou prevalencia 50 fim obter maior tamanho amostral possivel assim universo 8 575 familias nivel significancia 5 0 erro amostral 3 0 intervalo 95 confianca necessaria amostra 950 familias variavel dependente ia definida escala_brasileira_inseguranca_alimentar realizada analise bivariada seguida analise multivariada meio modelo hierarquizado variaveis independentes caracteristicas demograficas socioeconomicas ambientais atraves regressao_poisson ajuste robusto variancia resultados apontaram 1270 familias avaliadas prevalencia 69 06 ia algum grau classificacao sendo quase 30 formas moderada grave variaveis independentes associadas ia sexo rp=1 38 ic95 1 16 1 63 tipo casa rp=1 69 ic95 1 25 2 28 numero comodos rp=1 47 ic95 1 18 1 84 escolaridade chefe 5 8 anos rp=1 80 ic95 1 38 2 34 menos 4 anos estudo rp=2 02 ic95 1 61 2 53 quanto condicoes trabalho chefes domicilio aposentados pensionistas rp=1 73 ic95 1 10 2 73 desempregados rp=1 62 ic95 1 03 2 54 renda total menor salario dois salarios_minimos rp=1 69 ic95 1 22 2 33 zero salario_minimo rp=2 00 ic95 1 44 2 76 situacao ia indigenas alagoanos elevada mostrou associada fatores demograficos socioeconomicos ambientais evidenciam vulnerabilidade necessidade acoes politicas_publicas garantia direitos desses povos melhora qualidade_vida,4882
20,"inseguranca_alimentar, familias, pbf, capita, domicilios, escala_brasileira_inseguranca_alimentar, programa_bolsa_familia, situacao, seguranca_alimentar, domicilio",discussoes envolvendo seguranca_alimentar_nutricional san intensificaram brasil desde inicio governo lula meio recriacao consea realizou 2004 ii conferencia nacional seguranca_alimentar_nutricional nesta ocasiao sistematizou conceito san entendida acesso todos cidadaos alimentos qualidade quantidade suficiente maneira regular permanente modo demais necessidades comprometidas garantia deste direito respeitando diversidade cultural sendo sustentaveis ponto vista social ambiental economico programa_bolsa_familia pbf criado ambito estrategia fome zero intuito combater fome miseria promover seguranca_alimentar_nutricional trabalho objetivo avaliar impacto pbf superacao inseguranca_alimentar_nutricional ia adotou criterio selecao familias entrevistadas inquerito previo ano 2005 desde residindo jose ramos nova floresta pb inicialmente avaliados 609 domicilios porem sendo retiradas perdas seguimento 2011 encontradas entrevistadas 406 familias utilizou teste_qui_quadrado mcnemar analisar mudancas longitudinais variaveis categoricas analisar variaveis continuas comparando dois anos utilizou teste_t_pareado assumiu 0 05 significancia estatistica aumento san ia leve detrimento niveis moderado graves diagnosticou melhoria indicadores refletissem positivamente padrao economico entrevistados renda per capita aumento cobertura valor beneficio pbf observou melhoria significativa situacao san apenas domicilios conseguiram superar situacao pobreza permitindo inferir relacao causalidade aumento renda seguranca_alimentar situacao san ia leve aumentou familias inclusas pbf ambos momentos bem deixaram receber beneficio posteriormente 2005 programa impacta positivamente aumento renda corroborando elevacao niveis san porem unico fator influencia melhorias perfil economico desta populacao decorrer destes 6 anos investimentos programa cumprido metas medida incrementa renda individuos contribui superacao pobreza retirada beneficio corrobora retorno individuo realidade economica vivenciada previamente ocasionando aumento san ia leve detrimento ia moderada grave alem disso familias permaneceram inclusas programa ambos momentos conseguido superar inseguranca_alimentar decorrer anos tempo constitui medida carater emergencial meio transferencia direta renda programa_bolsa_familia representa medida capaz contribuir reducao miseria pobreza longo prazo combate inseguranca_alimentar_nutricional necessarias outras politicas programas ajam demais determinantes,274
21,"sobrepeso, obesidade, leptina, adiponectina, adipocinas, obesas, obesos, eutrofia, terapia_interdisciplinar, hormonios",excesso consumo_alimentos palataveis alem prazer hedonico fator risco desenvolvimento vicio alimentar doencas_cronicas_transmissiveis obesidade pratica ligada modificacoes hormonios tireoidianos cuja disfuncao impacta regulacao metabolismo termogenese gasto_energetico adipogenese podendo resultar alteracoes apetite peso_corporal nesse contexto presente estudo objetivo avaliar hormonios tireoidianos sintomas vicio alimentar mulheres obesidade vivem situacao vulnerabilidade_social trata estudo_transversal inserido escopo pesquisa perfil_nutricional endocrino saude bucal mulheres vivem aglomerados subnormais maceio al sendo amostra composta 61 mulheres idade reprodutiva apresentam indice_massa_corporal imc maior 30kg m² quais 47 incluidas pesquisa base domiciliar utilizados questionarios adaptados validados caracterizacao demografica socioeconomica avaliacao_antropometrica feita afericao peso altura calculo imc avaliacao vicio alimentar utilizada escala dependencia alimentar yale 2 0 modificada myfas 2 0 triagem baseada criterios dsm 5 transtornos uso substancias avaliacao sistema endocrino feita meio coleta amostra sangue determinar concentracoes t3 t4 livre tireoglobulinas hormonio tiroestimulante tsh anticorpos anti tireoperoxidase posteriormente enviado analise laboratorio conveniado dados tabulados dupla digitacao validados programa excel analise estatistica utilizado software estatistico jamovi versao 2 3 the jamovi project sydney australia realizado estatistica descritivas analise diferenca medianas hormonios tireoidianos avaliados sintomas vicio alimentar adotado nivel significancia 5 constatou atraves resultados 44 7 mulheres apresentam obesidade grau 3 17 vicio alimentar avaliacao hormonios tireoidianos tireoglobulina t4 livre obtiveram maior menor mediana concentracao 20 9 18 6 0 76 0 12 respectivamente casos positivos vicio alimentar associacao niveis hormonios seguintes sintomas abstinencia menor concentracao tireoglobulinas p<0 035 tolerancia maior concentracao t3 p<0 049 desejo maiores concentracoes tsh p<0 011 antitireoperoxidase p<0 019 insucesso reducao desistencia maior concentracao tsh p<0 024 menor antitireoperoxidase p<0 025 perigo maiores concentracoes t3 0 043 tsh p<0 048 menor t4 livre p<0 038 casos positivos vicio alimentar presente estudo observou associacao alteracoes hormonios tireoidianos sintomas vicio abstinencia tolerancia desejo persistente insucesso reducao desistencia perigo alem maior prevalencia mulheres grau elevado obesidade,4877
21,"sobrepeso, obesidade, leptina, adiponectina, adipocinas, obesas, obesos, eutrofia, terapia_interdisciplinar, hormonios",objetivo avaliar relacao fase vida desenvolvimento obesidade perfil_inflamatorio mulheres obesidade severa metodos estudo_transversal analitico descritivo realizado goiania 48 mulheres obesidade severa imc > 40kg m 2 idade 20 59 anos recrutadas pacientes fila espera realizar cirurgia_bariatrica hospital estadual geral goiania dr alberto rassi apos assinatura termo consentimento livre esclarecido conforme resolucao 466 12 coletados dados antropometricos peso altura circunferencia pescoco cp cintura cc quadril cq amostras sangue analise perfil_metabolico glicose insulina homa_ir homa beta hemoglobina_glicada gme pcr inflamatorio leptina adiponectina utilizado metodo ensaios imunoenzimaticos elisa analise adipocinas razoes leptina adiponectina adiponectina leptina calculadas normalidade dados definida meio teste shapiro_wilk voluntarias agrupadas quanto fase vida desenvolveram obesidade precoce < 20 anos tardio = 20 anos correlacoes pearson amostra total spearman grupo realizadas verificar associacao leptina adiponectina razoes lep adipo adipo lep demais variaveis qui_quadrado feito estabelecer frequencias patologias grupos fim modelo linear generalizado glzm distribuicao gama realizado comparar medias grupos analise ajustada idade assumido nivel significancia p = 0 05 resultados todas voluntarias apresentavam medias exames_bioquimicos valores medios cp cc compativeis risco_cardiovascular inflamacao resistencia_insulina encontrada correlacao positiva leptina imc r= 0 311 p=0 036 correlacao positiva razao lep adipo homa_ir r=0 460 p=0 002 hemoglobina_glicada r=0 382 p=0 014 metade voluntarias 56 25 relatou ter desenvolvido obesidade fase adulta grupo apresentou correlacao positiva razao lep adipo imc r=0 460 p=0 021 cp r= 0 478 p=0 016 cc r= 0 535 p= 0 006 adiponectina apresentou correlacao negativa cp r= 0 418 p=0 038 cc r= 0 437 p=0 029 hemoglobina_glicada r= 0 485 p=0 019 grupo desenvolveu obesidade precoce apresentou correlacao positiva razao lep adipo marcadores glicidicos insulina r= 0 647 p=0 004 homa beta r=0 564 p=0 015 apresentou marcadores antropometricos conclusao fase vida desenvolvimento obesidade parece influenciar perfil_inflamatorio mulheres obesidade severa dados sugerem perfil_inflamatorio correlacionado marcadores antropometricos apenas mulheres desenvolveram obesidade fase adulta outro lado marcadores_inflamatorios correlacionados perfil glicemico apenas mulheres desenvolveram obesidade infancia adolescencia,3907
21,"sobrepeso, obesidade, leptina, adiponectina, adipocinas, obesas, obesos, eutrofia, terapia_interdisciplinar, hormonios",introducao numero crescente pessoas acometidas sobrepeso obesidade aumenta demanda desenvolvimento modelos intervencoes adequacoes estilo_vida pautadas fatores_risco sindrome_metabolica comorbidades associadas frequentemente colidem problemas motivacao barreiras ambientais pessoais dificultando sucesso implementacao adesao programas nesta perspectiva meios eletronicos facil acesso internet podem ser aliados programas emagrecimento estruturados embasados cientificamente agregar inumeras ferramentas educacionais saude controle comunicacao objetivos objetivo principal deste estudo verificar influencia modelo intervencao semipresencial multidisciplinar orientacoes mudancas estilo_vida associado processo educacao_saude online sobre parametros sindrome_metabolica hormonios pro antiinflamatorios leptina adiponectina mulheres adultas obesas especificamente estudo 1 objetivo avaliar efeito abordagem marcadores risco_cardiometabolico inflamatorios estudo 2 avaliar efeitos terapia prevalencia sindrome_metabolica leptina adiponectina podem modular resposta mulheres obesidade metodos selecionadas 303 mulheres adultas obesidade artigos separadas subamostras artigo 1 selecionadas 28 mulheres artigo 2 32 idade 32 + 6 26 anos indice_massa_corporal imc 34 01 + 4 58 kg m² terapia_interdisciplinar consistiu acompanhamento endocrinologista nutricionista fisiologista exercicio associado educacao_saude videos semanais baseados web sobre exercicios nutricao promover mudancas estilo_vida 12weeks R suporte atraves facebook R whatsapp R encontro inicial final realizadas avaliacoes antropometricas composicao_corporal bioimpedancia_eletrica bioquimica perfil_lipidico glicemia analise perfil_inflamatorio leptina adiponectina composicao_corporal bioimpedancia_eletrica analise bioquimica glicose perfil_lipidico enzimas hepaticas adiponectina leptina realizadas ensaio imunoabsorcao enzimatica elisa diagnostico sindrome_metabolica realizado segundo criterios federacao internacional diabetes international diabetes federation idf resultados artigo 1 final intervencao reducao parametros_antropometricos incluindo massa_corporal circunferencia_cintura pescoco abdomen quadril relacao_cintura_quadril reducao biomarcadores risco_cardiometabolico fatores inflamatorios incluindo melhora perfil_lipidico glicemia triglicerideos concentracao leptina verificou adiponectina apresentou correlacoes negativas razao cintura quadril fracao ldlcolesterol triacilglicerol adiponectina correlacionou positivamente hdlcolesterol artigo 2 inicio terapia 21 8 mulheres obesidade apresentam diagnostico sindrome_metabolica sm terapia_interdisciplinar eficaz reducao peso_corporal imc circunferencias gordura_corporal colesterol_total vldl dois grupos analisados grupo sm observou reducao concentracao leptina gama glutamil transferase ggt transaminase glutamico oxaloacetica tgo grupo sm melhora glicose insulina homa_ir comparacao delta observou diferencas grupos vez grupo sm apresentou maiores valores peso_corporal circunferencia_cintura gordura_corporal colesterol_total hdl_c enzima tgo prevalencia sm reduziu 21 8 3 condicoes basais correlacoes positivas homair circunferencia_cintura 0 99 p=0 04 correlacoes negativas adiponectina circunferencia_abdominal 0 99 p=0 04 ggt 1 000 p =0 002 hdl_c anp 0 99 p=0 014 alem disso comparacao valores delta encontrada correlacao positiva razao leptina adiponectina circunferencia_cintura 0 99 p=0 04 homa ad 0 91 p<0 001 conclusoes abordagem clinica interdisciplinar associada educacao_saude recursos digitais efetiva reduzir risco_cardiometabolico prevalencia sindrome_metabolica mediada leptina adiponectina estado_inflamatorio mulheres obesidade evitando desenvolvimento comorbidades,3278
22,"prandial, ccm, wpc, ages, voluntarias, glicacao, amendoim, curcumina, refeicao, prandiais",avaliar influencia solucao frutose glicose glicemia glucagon trigliceridemia uricemia malondialdeido pos prandial individuos diabetes mellitus tipo 1 dm1 metodos trata ensaio_clinico simples cego randomizado delineamento 2x2 crossover periodo washout 2 7 semanas intervalo incluindo dezesseis individuos dm1 sendo sete mulheres nove homens media idade 25 1 + 8 8 anos tempo medio diagnostico dm1 14 8 + 4 7 anos indice_massa_corporal medio 24 7 + 3 6 kg m2 media hemoglobina_glicada 8 1 + 1 8 complicacoes dm outras doencas_cronicas cada dia estudo voluntarios receberam solucao teste 75g glicose frutose dissolvidas agua via_oral ordem aleatoria responderam escala quanto palatabilidade mesmas amostras sangue venoso colhidas apos 8h jejum noturno 180 min apos solucao avaliacao glicemia glucagon trigliceridemia acido_urico lactato malondialdeido analises estatisticas realizadas software spss versao 17 0 nivel significancia 5 resultados apesar glicose apresentar menor diluicao p<0 01 palatabilidade solucoes mostrou semelhante solucao glucose resultou maior glicemia pos prandial comparada frutose 12 9 + 4 1 mmol l 4 4 + 5 5 mmol l respectivamente p<0 01 concentracoes acido_urico elevaram apos solucao frutose 0 4 + 0 8 mol l p<0 01 reduziram apos solucao glicose 0 2 + 0 1 mol l p<0 01 p<0 01 solucao contendo frutose aumentou malondialdeido 1 4 + 1 6 mol l p<0 01 solucao glicose alterou concentracoes deste marcador estresse_oxidativo 0 2 + 1 6 mol l p=0 40 outras variaveis diferiram solucoes conclusao ambas solucoes demonstram palatabilidade semelhante frutose resultou menor glicemia pos prandial comparada glicose porem elevou concentracoes acido_urico malondialdeido ingestao destes monossacarideos individuos dm1 alterou trigliceridemia glucagon lactato pos prandiais,1381
22,"prandial, ccm, wpc, ages, voluntarias, glicacao, amendoim, curcumina, refeicao, prandiais",consumo amendoim sido relacionado inumeros beneficios saude frequencia_consumo amendoim associado inversamente indice_massa_corporal imc risco obesidade objetivo deste estudo avaliar efeitos consumo dieta hipocalorica contendo amendoim permeabilidade_intestinal concentracao lipopolissacarideo lps plasmatico homens excesso_peso imc 26 35 kg m2 idade 18 50 anos aleatoriamente alocados tres grupos experimentais amendoim convencional ac amendoim rico acido graxo oleico controle ct prescrita dieta hipocalorica 250 kcal dia incluia ac ct porcao diaria 56 g amendoim torrado pele intervencao dietetica duracao quatro semanas consecutivas primeiro ultimo dia intervencao oferecida tres refeicoes teste compostas shake sabor morango porcao 56 g amendoim convencional amendoim rico acido graxo oleico biscoito refeicoes teste forneciam 25 necessidade calorica cada voluntario avaliada meio calorimetria_indireta referidas refeicoes continham 35 carboidrato 16 proteina 49 lipidio primeiro ultimo dia intervencao avaliados seguintes paramentros concentracoes lps triacilglicerois insulina glicose jejum pos prandiais 1 2 3 h apos consumo refeicao teste adicionalmente jejum determinados seguintes parametros_bioquimicos proteina_c_reativa aspartato aminotransferase ast alanina aminotransferase alt gama glutamil transferase ggt fosfatase alcalina colesterol_total vldl ldl hdl urina coletada laboratorio durante periodo 6 h apos ingestao solucao contendo lactulose manitol verificar permeabilidade_intestinal medidas_antropometricas peso circunferencia_cintura diametro abdominal sagital composicao_corporal avaliadas antes apos intervencao resultados obtidos estudo apresentados tres artigos sendo dois primeiros dados transversais terceiro dados intervencao artigo 1 higher plasma lipopolysaccharide concentrations are associated with less favorable phenotype in men with similar bmi and total adiposity sessenta sete homens imc medio 29 7 + 0 3 kg m2 incluidos voluntarios valores lps plasmatico 8805 0 9 ml apresentaram maior percentual_gordura tronco percentual_gordura androide massa gordura androide maiores concentracoes insulina alt maiores indices homeostasis model assessment of insulin resistance homa_ir homa beta relacao homens menor concentracao lps lps correlacionou positivamente percentual_gordura tronco percentual_gordura androide massa gordura androide insulina ast fosfatase alcalina homa_ir homa b resultados sugerem maior concentracao lps associa fenotipo menos favoravel caracterizado maior adiposidade central menor sensibilidade_insulina comprometimento funcao celulas beta pancreaticas artigo 2 high fat meal containing conventional or high oleic peanuts is associated with delayed triglyceridemia and lower 3h postprandial lipopolysaccharide concentrations in overweight obese men sessenta cinco homens participantes alocados seguintes grupos ac n=21 n=23 ct n=21 apos ingestao aguda refeicoes teste verificou concentracoes lps menores grupos ac 0 7 + 0 5 ml 1 0 + 0 9 ml comparados grupo ct 1 6 + 1 2 ml 3 h pos prandiais niveis triacilglicerois insulina aumentaram todos grupos entretanto verificou grupos ac triacilglicerois elevaram partir 2 h pos prandiais enquanto grupo ct aumento ocorreu partir 1 h pos prandial correlacao positiva niveis lps triacilglicerois grupos ac niveis insulina avaliados 3 h pos prandiais semelhantes valores jejum assim consumo agudo amendoim atrasou aumento triacilglicerois favoreceu retorno rapido insulina concentracoes basais especialmente grupo ac resultados sugerem consumo amendoim convencional amendoim rico acido graxo oleico pode reduzir risco endotoxemia efeitos metabolicos artigo 3 effect of hypocaloric diet containing peanut cultivars differing in oleic acid content on intestinal permeability and endotoxemia cinquenta cinco homens incluidos estudo_intervencao sendo alocados seguintes grupos ac n=19 n=18 ct n=18 consumo dieta hipocalorica incluindo cultivares amendoim diferentes teores acido graxo oleico alterou permeabilidade_intestinal concentracoes plasmaticas lps jejum respostas pos prandiais lps apos ingestao refeicao hiperlipidica final intervencao verificou reducao medidas_antropometricas massa gordura_corporal_total todos grupos reducao massa livre gordura apenas grupo ct resultados sugerem consumo dietas hipocaloricas adicao amendoim contribui perda_peso melhora composicao_corporal efeitos associados alteracoes permeabilidade_intestinal concentracao lps plasmatico,632
22,"prandial, ccm, wpc, ages, voluntarias, glicacao, amendoim, curcumina, refeicao, prandiais",desenvolvimento hipertrofia adipocitos subjacentes obesidade doencas metabolicas associadas diabetes_mellitus_tipo_2 dm2 vez produtos finais glicacao avancada chamados ages ingles advanced glycated end products tendem ser abundantes condicoes hiperglicemia excesso_peso objetivo desse estudo avaliar efeito consumo regular castanha brasil associado dieta restrita calorias sobre produtos finais glicacao avancada mulheres adultas excesso_peso trata ensaio_clinico controlado paralelo randomizado mulheres adultas excesso_peso risco_cardiometabolico quarenta seis participantes alocadas grupo_controle grupo castanha brasil cb grupo teste ambos grupos receberam plano alimentar reducao calorias 500 kcal entanto apenas grupo teste recebeu 2 unidades castanha brasil 8 g dia castanha 347 2 g dia selenio dia durante oito semanas marcadores antropometricos peso altura perimetros cintura quadril pescoco panturrilha composicao_corporal gordura_corporal massa livre gordura consumo_alimentar media tres recordatorios alimentar 24 horas avaliadas inicio final estudo laboratorio metabolismo_energetico composicao_corporal marcadores_bioquimicos avaliados amostras sangue coletadas manha apos jejum noturno 10 12h armazenadas 80°c consumo ages dieta dages estimado partir banco dados contendo 549 alimentos valores ages 100g alimento estimados acordo conteudo carboximetillisina cml expressos ages equivalentes eq dia determinacao quantitativa cml metilglioxal mgo srage receptores soluveis produtos finas glicacao acavncada utilizados kits elisa analise produtos precoces glicacao egps realizada partir tecnica nitroblue tetrazolium nbt anova dois fatores medidas repetidas anova rm seguida teste_tukey kramer aplicada verificar efeito tratamento tempo interacao tempo tratamento variaveis todas analises realizadas software spss adotado nivel significancia estatistica =5 metilglioxal diminuiu grupo castanha brasil srage reduziu grupo_controle alem disso mgo negativamente associado concentracao selenio grupo cb r= 0 459 p= 0 028 enquanto srage correlacionou positivamente variacao gordura_corporal kg grupo_controle r= 0 466 p= 0 025 insulina grupo cb r= 0 459 p= 0 028 ages dieta apresentaram reducao significante dieta restricao_calorica 500 kcal associada consumo 8g castanha brasil diminuiu concentracao plasmatica mgo enquanto apenas restricao_calorica capaz diminuir concentracoes srage alteracoes marcadores glicacao associados diferentes marcadores antropometricos bioquimicos,4365
23,"drc, hemodialise, doenca_renal_cronica, dialise, dhgna, transplante, creatinina, funcao_renal, gpid, fibrose",define doenca_renal_cronica drc presenca alteracao renal funcional estrutural periodo tempo igual superior tres meses 1 prevalencia drc brasil mundo vem aumentando proporcoes epidemicas doenca_renal considerada principais problemas saude_publica atualidade contudo dados fidedignos sobre incidencia prevalencia drc referentes morbimortalidade desta populacao escassos insuficientes indicar real magnitude problema estima brasil aproximadamente 15 milhoes individuos apresentem algum tipo disfuncao renal 2 dados censo brasileiro dialise realizado sociedade brasileira nefrologia 2012 revelaram principais causas primarias entrada terapia dialitica populacao hipertensao_arterial_sistemica 35 diabetes mellitus 28 3 causas menos frequentes compreendem rins policisticos pielonefrites lupus eritematoso sistemico doencas congenitas 3 estadiamento drc baseia alteracoes ritmo filtracao glomerular rfg associadas presenca alteracoes estruturais renais 1 desta forma estagio 1 doenca_renal corresponde fase inicial lesao renal rfg ainda encontra preservado 90 ml min 1 73m² superficie corporal algum tipo lesao estrutural renal estagio 2 observa reducao funcao_renal rfg 60 89 ml min 1 73m² encontra ainda reduzida estagio 3 subdividido 3a rfg 45 59 ml min 1 73m2 3b rfg 30 44 ml min 1 73m² 18 partir estagio 4 rfg 15 29 ml min 1 73m² alteracoes laboratoriais evidentes sendo possivel observar presenca sintomas uremicos progredir doenca queda ainda acentuada ritmo filtracao glomerular < 15 ml min 1 73m² paciente atinge estagio 5 anteriormente denominado estagio terminal sintomatologia uremica torna ainda evidente faz necessario maioria vezes inicio terapia renal substitutiva meio dialise transplante renal progressao drc excrecao toxinas organicas reduz gradualmente havendo aumento concentracao serica catabolitos toxicos consequente desenvolvimento disturbios hidroeletroliticos hormonais inflamatorios metabolicos quais podem direta indiretamente influenciar estado_nutricional neste sentido demonstrou existencia relacao direta diminuicao rfg piora estado_nutricional tal forma alteracoes parametros nutricionais tornam ainda acentuadas rfg encontra abaixo 20ml min m2 4 5 cascata alteracoes hormonais inflamatorias metabolicas observadas evolucao drc terminam desencadear estado progressiva reducao reservas corporais proteina energia culminam desenvolvimento desnutricao energetico proteica dep 6 7 fato dentre varios fatores afetam adversamente pacientes dep importantes 7,1306
23,"drc, hemodialise, doenca_renal_cronica, dialise, dhgna, transplante, creatinina, funcao_renal, gpid, fibrose",esclerose multipla doenca inflamatoria cronica desmielinizante sistema_nervoso_central componente autoimune degenerativo patogenia envolve alteracoes permeabilidade barreira hematoencefalica acredita zinco capaz migrar sistema_nervoso_central junto celulas imunes cerebro pode concentrar zinco niveis toxicos induzindo alteracoes capazes mediar neurodegeneracao objetivo investigar status zinco relacao esclerose multipla estudo analitico observacional transversal grupos caso n=50 controle n=50 coletados dados_sociodemograficos antropometricos composicao_corporal zinco plasmatico eritrocitario analisado espectrofotometria absorcao atomica chama atividade superoxido_dismutase eritrocitaria espectrofotometria pacientes caso 90 possuiam subtipo remitente recorrente apresentaram sintomas incapacidade funcional peso apresentou correlacao negativa valores zinco eritrocitario p=0 03 superoxido_dismutase p=0 01 grupo caso apresentou percentual_gordura maior relacao controle p=0 03 ingestao zinco esclerose multipla 5 7mg dia menor controle 8 0mg dia p<0 01 participantes caso 100 apresentaram consumo inadequado desse mineral apresentaram niveis zinco plasmatico 94 6 l dl sod 2298 9u ghb significativamente maiores comparados controle p=0 02 zinco eritrocitario apresentou correlacao negativa peso positiva tempo doenca grau incapacidade funcional p<0 01 pacientes caso apresentaram ingestao_dietetica zinco inadequada relacao recomendacao consumo zinco influenciou peso parece alterar acordo tempo doenca zinco eritrocitario caracterizou excessivo excesso zinco eritrocitario mostrou relacao duracao progressao esclerose multipla acordo escala incapacidade funcional,1591
23,"drc, hemodialise, doenca_renal_cronica, dialise, dhgna, transplante, creatinina, funcao_renal, gpid, fibrose",insuficiencia cardiaca ic sindrome complexa duas etiologias predominantes isquemica isquemica existem lacunas sobre exato impacto etiologia outros fatores_associados ic sobre status zinco cobre objetivou investigar status zinco cobre individuos ic isquemica isquemica associacoes parametros biodemograficos clinicos bioquimicos nutricionais trata estudo_transversal incluiu 80 individuos ic atendidos ambulatorialmente distribuidos grupos ic isquemica n=36 isquemica n=44 avaliou dados biodemograficos clinicos bioquimicos nutricionais investigados biomarcadores zinco zinco plasma zinco urina zinco dieta cobre cobre plasma ceruloplasmina cobre dieta razao cobre zinco comparacao grupos utilizados testes_t student mann_whitney qui_quadrado teste_exato_fisher regressao_linear_multipla metodo stepwise empregada avaliar associacoes observou menor ingestao_dietetica zinco maior cobre grupo ic isquemica ambos p=0 02 maior inadequacao ingestao zinco menor cobre nesse grupo identificadas diferencas zinco cobre plasma razao cobre zinco ceruloplasmina zinco urina grupos todas p=0 05 valores mediana desses biomarcadores encontravam dentro faixa referencia ambos grupos associacoes inversas registradas idade = 0 001 p=0 005 uso diuretico = 0 047 p=0 013 zinco plasma saturacao transferrina =0 002 p=0 014 cobre plasma =0 001 p<0 001 albumina =0 090 p<0 001 etiologia isquemica =0 038 p=0 012 diretamente associadas zinco plasma identificou associacao direta ceruloplasmina =0 011 p<0 001 ggt =0 001 p<0 001 albumina =0 077 p=0 001 pcr us =0 001 p=0 024 calcio dieta =0 000 p=0 015 cobre plasma outro lado variaveis independentes etilismo pregresso = 0 070 p<0 001 fibra dieta = 0 016 p=0 008 inversamente associadas cobre plasma resultados sugerem existem alteracoes expressivas status zinco cobre independentemente etiologia ic atenta importancia monitoramento variaveis relacionadas contexto ic preditoras zinco cobre plasma especial associadas estresse_oxidativo inflamacao,2776
