topic,FREX,DS_RESUMO,document,gamma
12,"ambiente_alimentar, estabelecimentos, entorno, desertos, cantinas, pantanos, venda_alimentos, epsan, comercios, alimentos_saudaveis",vicio alimentar va caracterizado presenca comportamentos dependencia associados desejo incontrolavel supra fisiologico ingerir alimentos palataveis alimentos possuem composicao_nutricional quantidade excessiva calorias acucar sal gorduras geralmente adicionadas processos industriais composicao caracteristica alimentos_ultraprocessados aup contribuem grande proporcao densidade calorica dieta criancas_adolescentes contribuem aumento prevalencia obesidade hipoteses desta tese 1 va associado ingestao elevada aup criancas_adolescentes 2 va associado frequencia sobrepeso obesidade 3 sintomas va associados reducao consumo alimentos_in_natura minimamente processados aumento consumo aup 4 consumo_alimentar fator mediador va alteracoes imcpara idade assim objetivo desta tese estudar associacao va sintomas consumo_alimentar estado_nutricional criancas_adolescentes primeiramente realizada revisao_sistematica investigar consumo_alimentar criancas_adolescentes va utilizados tres bases dados pubmed medline psycinfo science direct selecionados artigos publicados julho 2023 realizado estudo primario transversal tres escolas municipais vitoria santo antao 259 escolares 7 10 anos durante marco 2022 julho 2023 avaliacao va utilizado escala va criancas yfas c avaliacao_consumo_alimentar utilizado questionario_frequencia_alimentar avaliados estado_nutricional dados_sociodemograficos analise equacoes estruturais empregada analisar dados resultados revisao_sistematica selecionados 6 artigos publicados anos 2015 2021 maior consumo calorias macronutrientes aup observado criancas_adolescentes va resultados estudo primario analise psicometrica yfas c demonstrou boa confiabilidade instrumento frequencia 9 2 va observadas diferencas va estado_nutricional entanto encontrada maior ingestao carboidratos calorias frequencia diaria aup grupo va relacao sintomas menor consumo alimentos_in_natura minimamente processados maior consumo aup observado presenca alguns sintomas bons indices ajuste encontrados utilizada estrutura fator yfas c analise equacoes estruturais sintomas va apresentaram efeito inversamente direto sobre consumo alimentos_in_natura minimamente processados efeito direto positivo sintomas va consumo aup entanto consumo_alimentar mediou associacao sintomas va indicador imc idade conclui va possui relacao consumo_alimentar apresentando efeito negativo sobre consumo alimentos_in_natura minimamente processado positivo sobre aup relacao estado_nutricional observadas diferencas,5250,0.9881557367331717
12,"ambiente_alimentar, estabelecimentos, entorno, desertos, cantinas, pantanos, venda_alimentos, epsan, comercios, alimentos_saudaveis",estudo objetivo avaliar associacao violencia parceiros intimos relacao padroes_alimentares durante gestacao coorte gestantes atendidas centro saude municipio rio janeiro trata estudo_coorte prospectivo 161 gestantes 2 40 anos acompanhadas 5 13 linha base 20 26 30 36 semanas centro municipal saude rio janeiro brasil analise regressao_linear simples multipla realizadas testar associacao ocorrencia violencia parceiros intimos escore adesao cada padroes_alimentares analises ajustadas idade renda per capta paridade historia aborto espontaneo indice_massa_corporal pre gestacional tabagismo atual consumo alcool atual regressoes brutas ajustadas exposicao vpi global fisica associadas maior adesao padrao processado gestantes sofreram violencia global apresentaram media acrescimo 0 469 ic 95 0 051 0 885 escore adesao padrao_alimentar processado sofreram violencia fisica longo gestacao apresentaram aumento medio 1 032 ic 95 0 442 1 620 escore adesao padrao,2144,0.9874029535515697
13,"padroes_alimentares, aup, ultraprocessados, cafe_manha, padrao_alimentar, consumo_alimentos, lanche, processados, refrigerantes, alimentos_in_natura",capacitacoes manipuladores_alimentos programa_nacional_alimentacao_escolar pnae mantem constante discussao sobre seguranca_alimentar_nutricional nesse contexto assim incremento conhecimentos compartilhamento vivencias podendo melhorar praticas profissionais dessa forma beneficiar criancas_adolescentes idade escolar objetivo desse estudo descrever experiencias curso formacao manipuladores_alimentos escolas municipais fortaleza impacto aquisicao conhecimentos sobre alimentacao nutricao an boas praticas manipulacao bpm trata pesquisa descritiva abordagem qualitativa quantitativa atividade extensao universitaria curso realizado durante cinco dias julho 2017 abrangendo 600 profissionais 527 instituicoes vinculadas pnae mestrandos graduandos universidade estadual ceara parceria nutricionistas celula alimentacao_escolar secretaria municipal educacao atuaram facilitadores atividades abordavam tematicas citadas atraves metodologias teoricas praticas exposicoes dialogadas dinamicas oficinas aplicado questionario avaliar nivel conhecimento participantes antes pre teste apos pos teste realizacao capacitacao media percentual acertos pre teste 60 50 questoes posteste 70 18 considerando cada bloco tematico media percentual acertos preteste an 61 04 68 12 pos teste bpm media percentual acertos 59 96 pre teste 72 25 pos teste diferenca estatisticamente_significativa respostas corretas 20 71 42 28 itens questionario sendo 11 73 3 tematica an 9 69 2 bpm observada assim melhora desempenho questionario avaliativo sugerindo incremento nivel conhecimento manipuladores_alimentos curso envolveu realizacao atividades sobre an bpm enfoque estrategias ludicas integrativas quais favoreceram processo aprendizagem facilitadores puderam perceber satisfacao engajamento participantes contribuirem atividades compartilharem praticas extensao universitaria realizacao proporcionou beneficios manipuladores_alimentos desenvolver autoestima valorizacao profissional alem aumentar repertorio conhecimentos pode consequentemente beneficiar comunidade escolar atendida graduandos desenvolverem diferentes habilidades exercicio profissional cidadao nutricionistas reforcarem pratica compartilharem experiencias,3437,0.8759943497407997
13,"padroes_alimentares, aup, ultraprocessados, cafe_manha, padrao_alimentar, consumo_alimentos, lanche, processados, refrigerantes, alimentos_in_natura",diabetes doencas_cardiovasculares maiores causas mortes gastos saude mundo aresistencia insulina quadro fisiopatologico base tais doencas_cronicas dieta fator determinante nesse desequilibrio metabolico aspecto dieta sido investigado ultimas decadas carga acidificante poderia causar acidose cronica baixo grau acidose sido associada diversos desfechos metabolicos desfavoraveis maior incidencia diabetes hipertensao maior mortalidade causas cardiovasculares entanto associacao carece estudos populacionais diferentes localidades mundo uso diferentes marcadores trabalho trata estudo_observacional base_populacional urbana cidade florianopolis sc brasil 545 individuos 25 64 anos participantes coorte epifloripa adulto carga acida dieta mensurada pral potential renal acid load obtido meio dois recordatorios alimentares 24h ajustados obtencao estimativa consumo_alimentar habitual resistencia_insulina estimada indice homa_ir desfecho principal alem indices tyg mffm homa ainda outros parametros_bioquimicos antropometricos avaliados modelo regressao_linear multivariavel usado carga acida dieta pral positivamente associado homa_ir p=0 014 glicose jejum p=0 013 insulina jejum p=0 032 apos multiplos ajustes fatores confusao encontrada nenhuma associacao significativa pral homa hemoglobina_glicada analise estratificada sexo pral associado homa_ir somente homens modelo multivariavel consumo proteina animal g dia significativamente associado positivamente homa_ir proteina vegetal g dia associada marcador primeiro estudo populacional descreve carga acida dieta pral populacao latino americana adulta demonstrada associacao positiva estatisticamente_significativa pral marcador indireto resistencia_insulina outros parametros glicemicos,3182,0.8563570668996261
13,"padroes_alimentares, aup, ultraprocessados, cafe_manha, padrao_alimentar, consumo_alimentos, lanche, processados, refrigerantes, alimentos_in_natura",dieta desempenha importante papel regulacao resposta_inflamatoria subclinica objetivo desta tese identificar padrao_alimentar associado biomarcadores inflamatorios avaliar associacao desfechos metabolicos pressao_arterial antropometricos dieteticos adolescentes brasileiros analisados dados erica estudo riscos cardiovasculares adolescentes 2013 14 desenho transversal base escolar representatividade nacional incluindo estudantes 12 17 anos idade extracao padrao_alimentar analisados dados subamostra 3 703 adolescentes informacoes sobre consumo_alimentar adiponectina proteina_c_reativa adotou analise partial least square variaveis preditoras consumo g 26 grupos alimentos variaveis respostas dois biomarcadores inflamatorios itens carga fatorial =|0 15| retidos padrao escores fatoriais individuais subamostra 36 956 adolescentes calculados estimar associacao padrao_alimentar biomarcadores metabolicos colesterol_total ldl_c hdl_c triglicerideos glicemia_jejum homa_ir medidas_antropometricas perimetro_cintura imc analises regressao_linear amostra 71 740 adolescentes estimou escore simplificado potencial inflamatorio dieta espid base grupos alimentos retidos padrao_alimentar pro inflamatorio alem frutas_hortalicas quanto elevada pontuacao menor potencial inflamatorio dieta avaliada associacao espid ingestao_nutrientes selecionados usando modelos regressao_linear primeiro padrao_alimentar identificado denominado padrao_alimentar pro inflamatorio explicava 5 0 variacao consumo grupos alimentos 1 1 adiponectina 0 02 proteina_c_reativa padrao caracterizou consumo refrigerantes bolos queijo gorduras massas lanches salgados doces paes inversamente relacionado consumo arroz preparacoes base leite aves peixes feijao padrao diretamente associado p<0 05 imc =0 07kg m² glicemia_jejum =0 20 homa_ir =0 03 iid indice inflamatorio dieta =0 46 modelos ajustados espid inversamente associado ingestao gordura_saturada = 0 54 gordura_trans = 0 10 acucar adicao = 1 71 sodio = 91 19 iid = 0 29 diretamente associado p<0 05 ingestao potassio =120 11 fibra dietetica =1 01 achados evidenciaram alimentos marcadores potencial inflamatorio dieta adolescentes brasileiros podem ser adotados vigilancia monitoramento situacao nutricional alimentar dirigidas grupo populacao,5020,0.811455130444637
13,"padroes_alimentares, aup, ultraprocessados, cafe_manha, padrao_alimentar, consumo_alimentos, lanche, processados, refrigerantes, alimentos_in_natura",ntroducao uso substancias psicoativas pratica milenar universal sendo consumo sempre existiu longo tempos dentre substancias psicoativas destaca alcool consumo abusivo associado efeitos nocivos sobre saude individuo relacoes familiares sociais caracterizando maiores problemas saude_publica ponto vista nutricional alcool unica substancia psicoativa fornece calorias consideradas vazias 7 1 kcal g pois fornece outros nutrientes durante recuperacao alcoolistas abstinencia podem desenvolver padroes_alimentares inadequados ganho_peso excessivo objetivos verificar perfil_nutricional pacientes alcoolistas abstinencia internados unidade psiquiatria adicao hospital publico universitario metodos estudo_longitudinal quantitativo realizado unidade internacao adicao hospital publico universitario sul brasil coleta dados 48h baixa hospitalar 15º dia primeira avaliacao amostra composta 38 alcoolistas sexo_masculino 18 60 anos sendo excluidos utilizavam cocaina crack dados antropometricos avaliados indice_massa_corporal imc circunferencia_cintura cc avaliacao composicao_corporal medida bioimpedancia_eletrica dados obtidos registro prontuario paciente data nascimento data internacao cor_pele escolaridade estado_civil ocupacao diagnostico clinico psiquiatrico obtidos valores referidos padrao_consumo alcool resultados idade amostra 49 3+ 7 3 anos primeiro uso alcool torno 16 7+ 4 9 anos tipo bebida alcoolica consumida destilada 81 5 frequencia_consumo diaria representou 86 8 observou 34 2 pacientes apresentaram padrao ingestao 1000 ml dia media consumo etanol 420 9 + 260 9 g dia uso concomitantemente alcool tabaco 65 8 individuos media ganho_peso 2 7 + 2 1 kg 15 dias primeira avaliacao imc cc inicial final amostra apresentaram diferenca estatisticamente_significativa p<0 05 avaliacao corporal pacientes bioimpedancia_eletrica demonstrou aumento significativo massa_magra agua corporal total p<0 001 conclusao observou aumento significativo peso imc circunferencia_cintura individuos recuperacao 15º dia internacao fazendo necessario desenvolvimento estrategias educacao nutricional incentivo comportamentos alimentares_saudaveis,2940,0.8073244608022451
13,"padroes_alimentares, aup, ultraprocessados, cafe_manha, padrao_alimentar, consumo_alimentos, lanche, processados, refrigerantes, alimentos_in_natura",objetivo geral avaliar efeito extrato cha_verde sobre massa_ossea individuos diabeticos metodologia realizado ensaio_clinico duplo cego randomizado controlado 35 individuos diabeticos idade media 52 6 anos diagnostico cinco anos participantes receberam duas capsulas contendo 560 mg extrato cha_verde dia duas capsulas placebo composto celulose durante 20 semanas realizadas densitometria ossea avaliacao concentracao calcio paratormonio apos 10 20 semanas suplementacao visando explicar mecanismos possiveis mudancas massa_ossea avaliadas composicao_corporal biomarcadores controle_glicemico resultados composicao_corporal medidas massa_ossea calcio hormonio paratiroide marcadores controle_glicemico avaliados apos 10 20 semanas suplementacao conteudo mineral osseo aumento 1 60 g cm2 grupo cha_verde diminuicao 0 98 g cm2 grupo_controle longo 20 semanas resultando diferenca medias dois grupos 2 58 cm2 valor proximo significancia estatistica p = 0 056 observou aumento significativo pth apos 10 semanas grupo cha_verde p = 0 008 subsequente reducao 20 semanas observadas alteracoes estatisticamente_significativas marcadores controlo glicemico composicao_corporal conclusao extrato cha_verde pode contribuir promover melhora conteudo mineral osseo individuos diabetes apos 20 semanas,1921,0.7824199620064618
14,"hiperalgesia, parkin, dor, p2x3, contracao, fibromialgia, persistente, pparg, dexametasona, musculares",sindrome pernas inquietas spi disturbio movimento relacionado sono caracterizado sensacao desconfortavel desejo mover pernas estudos evidenciado sindrome criancas_adolescentes adultos doadores regulares sangue gestantes linha sugerido investigar deficiencia ferro suplementacao ferro tanto intravenosa quanto via_oral provado benefica tratamento sindrome exercicio_fisico vez traz diversos beneficios sido observado tratamento spi presente estudo objetivo influencia exercicio_fisico suplementacao ferro modelo animal disturbios movimento relacionados sono spi utilizadas ratas wistar 60 dias idade prenhas 70 75 dias todos procedimentos submetidos aprovacao comite etica unicamp animais distribuidos 4 grupos apos prenhez controles dieta padrao ctrl prenhe ctrl prenhe dieta suplementacao ferro sfe p exercicio_fisico + dieta padrao ef p exercicio_fisico + dieta suplementacao ferro sfe+ef p esfregaco vaginal realizado estabelecer ciclo estral ratas posteriormente emprenha las coleta dados atividade locomotora avaliada atraves teste open field campo aberto animais submetidos programa exercicio_fisico aerobio natacao durante periodo prenhez 6 dias semana 20º dia prenhez grupos suplementacao ferro mantida durante periodo prenhez dieta 100 mg kg fe grupo dieta padrao mantida dieta 40 mg kg fe termino experimento animais eutanasiados individualmente extracao estriado analise expressao receptor d2 dat th avaliar proteinas interesse utilizada tecnica imunoblot resultados referentes atividade locomotora sugerem suplementacao ferro obteve diferenca relacao grupo_controle nenhuma variavel exercicio_fisico obteve reducao variaveis ambulacao total rearing aumento variavel grooming tratamento combinado suplementacao ferro exercicio_fisico obteve reducao variaveis ambulacao total rearing grooming aumento tempo total freezing atraves metodo imunoblot podemos notar reducoes expressoes receptor dopamina d2 grupo sfe ef p comparacao grupo ctr p transportador dopamina dat mostrou diferenca estatistica nenhum grupos tirosina hidroxilase th vez mostrou reduzida grupo sfe ef p relacao ctr p portanto podemos concluir predominancia tratamento positiva tratamentos farmacologicos suplementacao ferro exercicio_fisico forma combinada eficacia combate sindrome,2178,0.9904581835260047
14,"hiperalgesia, parkin, dor, p2x3, contracao, fibromialgia, persistente, pparg, dexametasona, musculares",inflamacao primeira fase processo cicatrizacao feridas pode ser dividida resposta_inflamatoria inicial tardia resposta_inflamatoria tardia essencial controle mediadores pro inflamatorios resolucao inflamacao sendo determinante inicio proxima fase formacao tecido proliferacao acidos_graxos poli_insaturados familias 6 3 modulam perfil_inflamatorio sendo cada vez estudados processo reparo tecidual assim buscando compreender papel destes acidos_graxos fase inflamatoria tardia processo cicatrizacao feridas utilizamos objeto estudo camundongos transgenicos denominados fat 1 capazes produzir endogenamente acidos_graxos 3 partir acidos_graxos 6 verificar composicao lipidica destes camundongos avaliamos cromatografia gasosa plasma tecido cicatricial 3 dias apos inducao ferida plasma camundongos transgenicos reduziram concentracao acido graxo araquidonico aa aumentaram concentracao acidos_graxos alfalinolenico ala eicosapentaenoico epa docosahexaenoico dha reduzindo proporcao 6 3 32 9 comparados grupo wild type wt tecido cicatricial camundongos apresentaram reducao porcentagem aa classes lipidicas teciduais fosfatidilcolina pc fosfatidiletalonamina pe aumento acidos_graxos docosapentaenoico dpa dha classes lipidicas teciduais pc pe triacilglicerol tag camundongos transgenicos obtiveram reducao proporcao 6 3 equivalente 56 4 pc 55 1 pe 39 1 tag relacao grupo wt analise fechamento ferida programa image j camundongos fat 1 mantiveram area ferida maior desde 1° dia apos inducao sendo ultimo dia analise 14° dia area ferida duas vezes maior grupo wt p<0 01 analise atividade mieloperoxidase mpo espectrofotometria camundongos transgenicos exibiram aumento atividade tecido cicatricial 3 dias comparados grupo wt p<0 05 considerando tempo ferida todas demais analises observamos atraves pcr tempo real camundongos fat 1 aumentaram expressao_genica marcadores celulares cd206 cd280 p<0 05 representativos macrofagos m2 contudo metodo elisa verificou camundongos aumentaram producao mediadores il_6 p<0 05 cxcl1 p<0 05 cxcl2 p<0 01 timp 1 p<0 01 vegf p<0 05 reduziram il_10 p<0 05 indicando modulacao resposta_inflamatoria tardia buscando investigar via anti inflamatoria colinergica estaria influenciando resposta analisamos producao acetilcolina ach colina livre metodo colorimetrico atividade acetilcolinesterase ache espectrofotometria expressao proteinas 7nachr stat3 pstat3 western blottting camundongos fat 1 aumentaram expressao_proteica 7nachr p<0 001 reduziram pstat3 p<0 05 exibindo comprometimento propagacao sinal antiinflamatorio ambiente intracelular analisar impacto desta inflamacao tardia exacerbada analisamos pcr array expressao_genes presentes todo processo cicatrizacao feridas grupo fat 1 genes essenciais formacao manutencao matriz extracelular mec negativamente modulados assim concluimos controle resposta_inflamatoria tardia camundongos fat 1 pode ter prejudicado funcoes mec contribuido atraso reparo tecidual,1813,0.9902579227343175
14,"hiperalgesia, parkin, dor, p2x3, contracao, fibromialgia, persistente, pparg, dexametasona, musculares",doenca alzheimer doenca neurodegenerativa progressiva resulta comprometimento cognitivo pacientes acometidos longo tempo etiologia doenca multifatorial tendo alguns contribuintes bem estabelecidos dentre aumento expressao_genica proteina precursora amiloide app aumento expressao_genica presenilina 1 ps1 contribuem diretamente acumulo proteinas beta amiloides ab proteinas beta amiloide neuro toxicas acumulam cronologicamente formam placas senis tecido neural sendo aglomerados proteicos altamente toxicos postula inflamacao_cronica possa contribuir acumulo beta amiloide formacao placas senis hipocampo cortex longo tempo outro lado estudos demonstraram exercicio_fisico capaz melhorar respostas sinapticas hipocampo reduzindo marcadores_inflamatorios acumulo bem formacao placas senis melhorando respostas cognitivas presente estudo atraves analises in silico observamos humanos possuem elevados niveis marcadores_inflamatorios cortex pre frontal relatamos treinamento_fisico aerobio provocou potente resposta anti inflamatoria reduziu ativacao microglial deposicao proteinas beta amiloide hipocampo camundongos appswe ps1 e9 app ps1+ preveniu declinio cognitivo modelo camundongo observamos camundongos wild type app ps1+ possuem alta expressao il10 tecido hipocampal apos sessao exercicio_fisico alem disso tratamento intranasal il10 recombinante il10r camundongos wild type capaz ativar via sinalizacao somado camundongos app ps1+ receberam il10r intranasal apresentaram melhora cognitiva assim concluimos atividade anti inflamatoria il10 vinculada beneficios cognitivos promovidos treinamento_fisico individuos pre dispostos doenca alzheimer,3966,0.9893963314322117
14,"hiperalgesia, parkin, dor, p2x3, contracao, fibromialgia, persistente, pparg, dexametasona, musculares",desperdicio mundial alimentos ganhado destaque ultimos anos brasil vem trabalhando diversos programas sociais contribuir reducao consonancia agenda 2030 onu desenvolvimento sustentavel meio cenario alimentacao_escolar representa parte importante neste processo sendo local propicio desenvolver acoes promocao_saude meio educacao_alimentar_nutricional ean diante exposto presente projeto objetivo realizar intervencoes meio acoes ean avaliar desperdicio alimentos alimentacao_escolar duas escolas_publicas localizadas interior paulo trata estudo_caso iniciando analise territorio monitoramento desperdicio alimentos seguida desenvolvimento aplicacao acoes ean posterior analise eficiencia ean reducao desperdicio cada escola analise desperdicio realizada meio monitoramento pesagem sobras restos ambas escolas durante periodo almoco longo doze dias consecutivos atividades ean desenvolvidas executadas escolares cursavam 3°ano 4º ano ensino fundamental sendo 150 escolares total turmas separadas controle intervencao intuito comparar efetividade atividades ean desperdicio alimentos antes durante acoes realizou observacao participante durante periodo almoco compreender falas comportamento escolares merendeiras verificar motivos evolviam adesao preparacoes servidas observou consumo arroz feijao prato proteico prevaleceu refeicao maioria escolares diferencas municipios p<0 05 quanto escolha salada 19 limeira 38 santa santa barbara doeste  sbo guarnicao 52 limeira 23 sbo servidas observou escolares compreenderam importancia consumir todos alimentos almoco incluindo hortalicas pois reducao desperdicio 62 0 escola sbo 43 1 escola limeira sp p<0 05 durante acoes ean observacao participante permitiu verificar grande necessidade realizar acoes foco melhoria qualidade sensorial hortalicas servidas vez escolares relataram gostar sabor textura mesmas conclui acoes ean bem planejadas consonancia demandas local publico alvo podem contribuir reducao desperdicio escolas contudo importante acompanhamento longo prazo avaliada efetividade intervencao adaptacoes integracao praticas pedagogicas educacao alimentar aconteca forma processual continua,3558,0.9891623419487658
14,"hiperalgesia, parkin, dor, p2x3, contracao, fibromialgia, persistente, pparg, dexametasona, musculares",recente atencao sido dada papel atividade_fisica espontanea afe representa todas atividades fisicas voluntarias vida diaria tais manutencao postura deambulacao tonus muscular inegavel importancia obter entendimento acerca afe relacoes respostas metabolicas conta forte influencia afe sobre gasto_energetico diario estrategias capazes aumentar afe manipulacoes farmacologicas geneticas extrema importancia indicios associacao treinamento_fisico aerobio manutencao animais gaiolas espaco habitacional amplo possa provir interessante modelo experimental capaz estimular afe dessa forma objetivo inicial desenvolver aparatos mensurar afe roedores mantidos diferentes condicoes alojamento apos desenvolvimento aparatos objetivo investigar efeitos treinamento_fisico aerobio espaco habitacional sobre afe respostas metabolicas camundongos_c57bl 6j desse modo quarenta camundongos machos distribuidos dois tipos alojamento espaco padrao ep 1320 cm2 espaco amplo ea 4800 cm2 cada tipo alojamento camundongos separados dois grupos controle co treinado tr camundongos grupos tr submetidos programa treinamento aerobio corrida executado esteira intensidade equivalente 80 velocidade critica determinada individualmente cada sessao treinamento composta volume diario 40min frequencia semanal cinco dias durante todo experimento avaliado comportamento_alimentar animais bem afe meio sistema gravimetrico ambos tipos alojamento registros executados animais alojados coletivamente 10 camundongos cada gaiola antes apos 4ª semana termino experimento 8ª semana capacidades aerobia anaerobia obtidas protocolo velocidade critica final 8ª semana camundongos eutanasiados retirada amostras biologicas todos dados apresentados media erro padrao media camundongos mantidos ea ativos camundongos mantidos ep considerando todos valores afe obtidos periodo 8 semanas animais ea exibiram maior ingestao_alimentos agua durante todo periodo 8 semanas camundongos ea apresentaram menor conteudo massa_gorda carcaca eviscerada comparados camundongos ep reducao depositos gordura epididimal retroperitonial massa_corporal camundongos ea observada comparacao animais mantidos ep efeito pronunciado roedores treinados grupos ea tr ep tr apresentaram velocidade critica capacidade aerobia significativamente maior grupo ep co oitava semana achados demonstram oito semanas confinamento gaiola espaco amplo aumenta afe camundongos_c57bl 6j pode ser razoes quais camundongos ea tornaram resistentes acumulo gordura assim apresentam elevada capacidade aerobia importante ressaltar presente investigacao sugere gaiolas espaco padrao limitam afe estudo indica gaiolas amplo espaco podem ser empregadas abordagem estimular afe roedores,2581,0.9891466763629341
15,"tomate, cerveja, grao, bico, coco, cafe, coccao, cana, alcoolico, cultivar",introducao esteatito conhecido popularmente pedra sabao encontrado principalmente quadrilatero ferrifero atualmente uso ocorre principalmente artesanato producao revestimentos minas gerais producao cachaca intensa sendo produzidas inumeras marcas quadrilatero ferrifero possibilidade dessas cachacas serem armazenadas consumidas utensilios pedra sabao maior quadrilatero ferrifero objetivo determinar migracao cd cu ni pb cachacas comercializadas quadrilatero ferrifero mg armazenadas copos curados esteatito pedra sabao duas procedencias distintas cachoeira brumado mariana mg santa rita ouro preto ouro preto mg ciclos continuos 0h 24h 48h 72h 96h materiais metodos realizado ensaio migracao ciclo continuo tipo experimental fatorial tres fatores teor alcoolico cachaca procedencia esteatito tempo armazenamento cachaca copos pedra sabao curados todas cachacas analisadas produzidas comercializadas quadrilatero ferrifero minas gerais mg possuiam registro ministerio agricultura pecuaria abastecimento mapa cachacas selecionadas ensaio apresentaram maior menor teor alcoolico dentre disponiveis comercio determinados teores cd cu pb ni dezoitos marcas cachacas determinacao contaminantes inorganicos realizada espectrometria emissao fonte plasma acoplamento indutivo comparar teor contaminantes teor alcoolico tempo armazenamento local procedencia copos pedra sabao utilizada anova three way resultados teores cd cu ni apresentaram diferencas estatisticamente_significativas comparacao diferentes marcas cachaca porem teores pb estatisticamente semelhantes marcas cachacas avaliadas estudo apresentaram valores estatisticamente semelhantes relacao preconizado legislacao maioria amostras apenas amostra teor cu encontrado acima preconizado legislacao apos ajuste tempo armazenamento teor alcoolico observado cachacas armazenadas copos provenientes cachoeira brumado apresentaram media teor cd 0 001ppm maior cachacas armazenadas copos provenientes santa rita p<0 0005 apos 24 48 72 96h armazenamento cachaca menor teor alcoolico apresentou diferencas medias negativas teor cu 0 96 0 82 1 34 1 68mg l respectivamente relacao cachaca maior valor alcoolico apos 24 48 72 96h armazenamento cachaca menor teor alcoolico apresentou diferencas medias negativas teor cu 1 34 1 45 1 94 2 25mg l respectivamente relacao valor inicial encontradas diferencas estatisticamente_significativas teor ni cachacas acordo variaveis investigadas observado copos cachoeira brumado cachaca menor teor alcoolico apresentava teor medio chumbo 0 01mg l maior cachaca maior teor alcoolico observado amostras cachaca menor teor alcoolico armazenadas copos cachoeira brumado apresentavam teor medio pb 0 01mg l maior amostras teor alcoolico armazenada copos santa rita estudo mostrou cachacas armazenadas copos pedra sabao 96h apresentam reducao teor cu conclusao estudo indicouque teor alcoolico cachaca pode influenciar armazenamento cachacas copos esteatito perspectiva saude humana sugere cachacas preferencialmente consumidas copos santa rita ouro preto,790,0.9916256992466027
15,"tomate, cerveja, grao, bico, coco, cafe, coccao, cana, alcoolico, cultivar",introducao brasil sucos frutas algumas bebidas_alcoolicas consumidas atualmente pesquisas sido realizadas desenvolvimento sucos frutas fermentados suplementados bals probioticas culturas iniciadoras contudo aplicacao culturas probioticas sucos frutas representa desafio razao caracteristicas proprias estirpe meio cultura podem comprometer crescimento viabilidade abacaxi contem nutrientes essenciais crescimento manutencao sobrevivencia bals frutose glicose minerais varios estudos demonstrado suco abacaxi pode ser meio adequado cultivo diversas estirpes sobretudo suplementado outros componentes capazes acentuar estabilidade prebioticos soro_leite outros sucos frutas bebidas pobres aminoacidos livres peptideos enquanto grao bico contem proteinas possuem composicao todos aminoacidos inclusive forma livre objetivo caracterizar parametros fisico quimicos microbiologicos bebida probiotica elaborada suco abacaxi extrato grao bico materiais metodos desenvolvidas seguintes formulacoes f1 suco abacaxi 100 f2 suco abacaxi 90 + extrato grao bico 10 f3 suco abacaxi 80 + extrato grao bico 20 formulacoes suplementadas concentrado celulas l paracasei bebidas avaliadas quanto composicao centesimal adicao cultura avaliadas antes 7 14 21 28 dias armazenamento 4 °c relacao variaveis quimicas ph acidez_titulavel solidos soluveis microbiologicas viabilidade l paracasei bolores leveduras resultados discussoes adicao extrato grao bico bebidas aumentou significativamente p < 0 05 teor proteinas viabilidade l paracasei significativamente p < 0 05 maior formulacao bebida continha maior percentual extrato grao bico f3 todas bebidas apresentaram decrescimo ph solidos soluveis decorrer 28 dias armazenamento observou todas bebidas aumento acidez_titulavel durante 28 dias armazenamento viabilidade l paracasei significativamente maior p < 0 05 formulacao f3 extrato grao bico apos exposicao sequencial sucos gastrico intestinal portanto adicao grao bico suco abacaxi aumentou estabilidade l paracasei durante armazenamento promoveu efeito protetor l paracasei exposicao sequencial sucos gastrico intestinal efeitos parecem estar relacionados aumento teor proteinas bebida promovido adicao extrato grao bico,4293,0.9887076431015261
15,"tomate, cerveja, grao, bico, coco, cafe, coccao, cana, alcoolico, cultivar",municipio baiano francisco conde peixes mariscos representam principal fonte renda populacao porem algumas decadas vem ocorrendo contaminacoes ambientais prejudicam disponibilidade especies marinhas comprometem saude humana maioria dessas contaminacoes origem atividades industriais utilizam principalmente dois elementos traco cadmio chumbo metais possuem elevado potencial toxico causando alem doencas graves modificacoes celulas enzimas importantes organismo humano utilizando metodo espectrometria absorcao atomica forno grafite gfaas possivel determinacao teores cadmio chumbo quatro especies pescado robalo tainha sururu camarao consumidas populacao totalizando 46 amostras relacao cadmio unica especie ultrapassou limite desse metal estabelecido anvisa brasil 1998 1 0 µg g 1 sururu mytela guyanensis teor maximo 1 1 µg g 1 outras tres especies atingiram maximo 0 12 µg g 1 caso tainha mugil brasiliensis deteccao chumbo encontrados indices acima limite estabelecido anvisa brasil 1998 produtos pesca definido 2 0 µg g 1 ocorreu principalmente amostras sururu mytela guyanensis variando faixa 0 28 5 4 µg g 1 amostras camarao penaeus brasiliensis variando 0 19 3 4 µg g 1 amostras tainha mugil brasiliensis robalo centropomus undecimalis atingiram baixos teores chumbo respectivamente 0 10 0 81 µg g 1 0 14 1 5 µg g 1 analises ambos metais evidenciam especies estudadas tendencia acumulacao elementos traco mariscos maior peixes,83,0.9788686527520414
